filename,class
bad_weather\bad_weather636.jpg,1
bad_weather\bad_weather413.jpg,1
good_weather\good_weather2003.jpg,0
bad_weather\bad_weather1782.jpg,1
bad_weather\bad_weather293.jpg,1
bad_weather\bad_weather1726.jpg,1
bad_weather\bad_weather802.jpg,1
bad_weather\bad_weather128.jpg,1
bad_weather\bad_weather817.jpg,1
bad_weather\bad_weather1146.jpg,1
good_weather\good_weather1518.jpg,0
bad_weather\bad_weather471.jpg,1
good_weather\good_weather1214.jpg,0
good_weather\good_weather1407.jpg,0
bad_weather\bad_weather571.jpg,1
bad_weather\bad_weather946.jpg,1
good_weather\good_weather1532.jpg,0
bad_weather\bad_weather291.jpg,1
good_weather\good_weather773.jpg,0
bad_weather\bad_weather852.jpg,1
good_weather\good_weather671.jpg,0
good_weather\good_weather1858.jpg,0
good_weather\good_weather490.jpg,0
good_weather\good_weather18.jpg,0
good_weather\good_weather620.jpg,0
good_weather\good_weather1366.jpg,0
good_weather\good_weather1644.jpg,0
bad_weather\bad_weather673.jpg,1
bad_weather\bad_weather687.jpg,1
good_weather\good_weather1934.jpg,0
good_weather\good_weather554.jpg,0
good_weather\good_weather110.jpg,0
bad_weather\bad_weather86.jpg,1
bad_weather\bad_weather1766.jpg,1
good_weather\good_weather992.jpg,0
bad_weather\bad_weather1509.jpg,1
good_weather\good_weather601.jpg,0
bad_weather\bad_weather1532.jpg,1
bad_weather\bad_weather999.jpg,1
good_weather\good_weather1636.jpg,0
good_weather\good_weather1258.jpg,0
bad_weather\bad_weather1650.jpg,1
good_weather\good_weather1217.jpg,0
bad_weather\bad_weather537.jpg,1
bad_weather\bad_weather1063.jpg,1
bad_weather\bad_weather1705.jpg,1
bad_weather\bad_weather1486.jpg,1
bad_weather\bad_weather72.jpg,1
bad_weather\bad_weather1822.jpg,1
bad_weather\bad_weather1084.jpg,1
bad_weather\bad_weather1198.jpg,1
bad_weather\bad_weather37.jpg,1
bad_weather\bad_weather1764.jpg,1
bad_weather\bad_weather743.jpg,1
bad_weather\bad_weather568.jpg,1
bad_weather\bad_weather1285.jpg,1
good_weather\good_weather1680.jpg,0
bad_weather\bad_weather907.jpg,1
bad_weather\bad_weather177.jpg,1
bad_weather\bad_weather1710.jpg,1
bad_weather\bad_weather1380.jpg,1
good_weather\good_weather629.jpg,0
bad_weather\bad_weather1651.jpg,1
bad_weather\bad_weather927.jpg,1
bad_weather\bad_weather1572.jpg,1
good_weather\good_weather1827.jpg,0
good_weather\good_weather2062.jpg,0
good_weather\good_weather1871.jpg,0
bad_weather\bad_weather860.jpg,1
bad_weather\bad_weather1079.jpg,1
good_weather\good_weather1818.jpg,0
bad_weather\bad_weather8.jpg,1
bad_weather\bad_weather1550.jpg,1
bad_weather\bad_weather1481.jpg,1
good_weather\good_weather1940.jpg,0
good_weather\good_weather125.jpg,0
bad_weather\bad_weather285.jpg,1
good_weather\good_weather709.jpg,0
good_weather\good_weather840.jpg,0
good_weather\good_weather1065.jpg,0
bad_weather\bad_weather1385.jpg,1
good_weather\good_weather906.jpg,0
bad_weather\bad_weather362.jpg,1
good_weather\good_weather1457.jpg,0
bad_weather\bad_weather1030.jpg,1
bad_weather\bad_weather374.jpg,1
good_weather\good_weather2122.jpg,0
good_weather\good_weather1031.jpg,0
good_weather\good_weather56.jpg,0
good_weather\good_weather429.jpg,0
good_weather\good_weather1499.jpg,0
good_weather\good_weather1354.jpg,0
bad_weather\bad_weather641.jpg,1
good_weather\good_weather171.jpg,0
good_weather\good_weather1593.jpg,0
bad_weather\bad_weather1611.jpg,1
bad_weather\bad_weather148.jpg,1
good_weather\good_weather1841.jpg,0
good_weather\good_weather1637.jpg,0
good_weather\good_weather342.jpg,0
bad_weather\bad_weather1036.jpg,1
bad_weather\bad_weather1388.jpg,1
good_weather\good_weather839.jpg,0
good_weather\good_weather1304.jpg,0
good_weather\good_weather502.jpg,0
good_weather\good_weather216.jpg,0
bad_weather\bad_weather1223.jpg,1
bad_weather\bad_weather463.jpg,1
good_weather\good_weather911.jpg,0
good_weather\good_weather969.jpg,0
good_weather\good_weather1468.jpg,0
good_weather\good_weather495.jpg,0
good_weather\good_weather1775.jpg,0
good_weather\good_weather468.jpg,0
bad_weather\bad_weather1712.jpg,1
good_weather\good_weather104.jpg,0
good_weather\good_weather465.jpg,0
good_weather\good_weather235.jpg,0
good_weather\good_weather199.jpg,0
good_weather\good_weather723.jpg,0
good_weather\good_weather1753.jpg,0
bad_weather\bad_weather1288.jpg,1
good_weather\good_weather1788.jpg,0
good_weather\good_weather1580.jpg,0
good_weather\good_weather1248.jpg,0
good_weather\good_weather4.jpg,0
good_weather\good_weather1542.jpg,0
bad_weather\bad_weather1528.jpg,1
good_weather\good_weather2124.jpg,0
good_weather\good_weather1686.jpg,0
good_weather\good_weather1485.jpg,0
bad_weather\bad_weather244.jpg,1
bad_weather\bad_weather1621.jpg,1
good_weather\good_weather565.jpg,0
good_weather\good_weather198.jpg,0
bad_weather\bad_weather461.jpg,1
good_weather\good_weather746.jpg,0
good_weather\good_weather1635.jpg,0
bad_weather\bad_weather876.jpg,1
good_weather\good_weather440.jpg,0
bad_weather\bad_weather436.jpg,1
good_weather\good_weather1218.jpg,0
good_weather\good_weather1892.jpg,0
good_weather\good_weather1490.jpg,0
bad_weather\bad_weather700.jpg,1
good_weather\good_weather602.jpg,0
bad_weather\bad_weather1191.jpg,1
bad_weather\bad_weather21.jpg,1
good_weather\good_weather1387.jpg,0
bad_weather\bad_weather1721.jpg,1
bad_weather\bad_weather574.jpg,1
bad_weather\bad_weather410.jpg,1
good_weather\good_weather1995.jpg,0
bad_weather\bad_weather1622.jpg,1
bad_weather\bad_weather596.jpg,1
bad_weather\bad_weather40.jpg,1
bad_weather\bad_weather742.jpg,1
bad_weather\bad_weather1667.jpg,1
bad_weather\bad_weather1526.jpg,1
bad_weather\bad_weather321.jpg,1
good_weather\good_weather1987.jpg,0
bad_weather\bad_weather664.jpg,1
bad_weather\bad_weather957.jpg,1
good_weather\good_weather1939.jpg,0
good_weather\good_weather1439.jpg,0
bad_weather\bad_weather451.jpg,1
good_weather\good_weather647.jpg,0
bad_weather\bad_weather1413.jpg,1
good_weather\good_weather789.jpg,0
good_weather\good_weather951.jpg,0
bad_weather\bad_weather1544.jpg,1
good_weather\good_weather1122.jpg,0
bad_weather\bad_weather1728.jpg,1
good_weather\good_weather649.jpg,0
bad_weather\bad_weather1475.jpg,1
bad_weather\bad_weather480.jpg,1
good_weather\good_weather1022.jpg,0
bad_weather\bad_weather227.jpg,1
bad_weather\bad_weather1643.jpg,1
bad_weather\bad_weather6.jpg,1
good_weather\good_weather2071.jpg,0
good_weather\good_weather2143.jpg,0
good_weather\good_weather271.jpg,0
bad_weather\bad_weather329.jpg,1
bad_weather\bad_weather46.jpg,1
good_weather\good_weather307.jpg,0
bad_weather\bad_weather1606.jpg,1
good_weather\good_weather1599.jpg,0
good_weather\good_weather285.jpg,0
good_weather\good_weather1422.jpg,0
good_weather\good_weather654.jpg,0
bad_weather\bad_weather668.jpg,1
bad_weather\bad_weather818.jpg,1
bad_weather\bad_weather1450.jpg,1
good_weather\good_weather811.jpg,0
good_weather\good_weather1654.jpg,0
bad_weather\bad_weather1436.jpg,1
bad_weather\bad_weather1484.jpg,1
bad_weather\bad_weather58.jpg,1
bad_weather\bad_weather635.jpg,1
bad_weather\bad_weather440.jpg,1
bad_weather\bad_weather1633.jpg,1
good_weather\good_weather1830.jpg,0
good_weather\good_weather604.jpg,0
bad_weather\bad_weather1317.jpg,1
good_weather\good_weather1815.jpg,0
good_weather\good_weather714.jpg,0
good_weather\good_weather2080.jpg,0
bad_weather\bad_weather570.jpg,1
good_weather\good_weather1925.jpg,0
good_weather\good_weather2112.jpg,0
good_weather\good_weather648.jpg,0
bad_weather\bad_weather1384.jpg,1
bad_weather\bad_weather1860.jpg,1
good_weather\good_weather690.jpg,0
bad_weather\bad_weather661.jpg,1
good_weather\good_weather318.jpg,0
good_weather\good_weather541.jpg,0
good_weather\good_weather1714.jpg,0
bad_weather\bad_weather1178.jpg,1
bad_weather\bad_weather1734.jpg,1
good_weather\good_weather1318.jpg,0
bad_weather\bad_weather1389.jpg,1
bad_weather\bad_weather370.jpg,1
bad_weather\bad_weather640.jpg,1
bad_weather\bad_weather676.jpg,1
bad_weather\bad_weather1695.jpg,1
bad_weather\bad_weather1495.jpg,1
bad_weather\bad_weather211.jpg,1
good_weather\good_weather1723.jpg,0
bad_weather\bad_weather32.jpg,1
good_weather\good_weather1605.jpg,0
good_weather\good_weather1157.jpg,0
good_weather\good_weather1969.jpg,0
bad_weather\bad_weather1332.jpg,1
good_weather\good_weather1959.jpg,0
bad_weather\bad_weather1180.jpg,1
bad_weather\bad_weather267.jpg,1
good_weather\good_weather978.jpg,0
good_weather\good_weather715.jpg,0
good_weather\good_weather1577.jpg,0
good_weather\good_weather1480.jpg,0
good_weather\good_weather934.jpg,0
good_weather\good_weather1038.jpg,0
good_weather\good_weather425.jpg,0
good_weather\good_weather341.jpg,0
good_weather\good_weather1541.jpg,0
good_weather\good_weather1047.jpg,0
bad_weather\bad_weather892.jpg,1
good_weather\good_weather1801.jpg,0
good_weather\good_weather1107.jpg,0
bad_weather\bad_weather514.jpg,1
bad_weather\bad_weather955.jpg,1
bad_weather\bad_weather1791.jpg,1
good_weather\good_weather1176.jpg,0
good_weather\good_weather1281.jpg,0
bad_weather\bad_weather771.jpg,1
bad_weather\bad_weather675.jpg,1
bad_weather\bad_weather1739.jpg,1
good_weather\good_weather213.jpg,0
bad_weather\bad_weather1818.jpg,1
good_weather\good_weather2016.jpg,0
good_weather\good_weather2140.jpg,0
bad_weather\bad_weather903.jpg,1
good_weather\good_weather576.jpg,0
good_weather\good_weather1067.jpg,0
bad_weather\bad_weather788.jpg,1
bad_weather\bad_weather1311.jpg,1
bad_weather\bad_weather727.jpg,1
good_weather\good_weather1236.jpg,0
good_weather\good_weather333.jpg,0
bad_weather\bad_weather1693.jpg,1
good_weather\good_weather1504.jpg,0
good_weather\good_weather1446.jpg,0
bad_weather\bad_weather1315.jpg,1
good_weather\good_weather444.jpg,0
good_weather\good_weather1155.jpg,0
bad_weather\bad_weather1644.jpg,1
bad_weather\bad_weather25.jpg,1
bad_weather\bad_weather483.jpg,1
bad_weather\bad_weather752.jpg,1
good_weather\good_weather183.jpg,0
good_weather\good_weather1195.jpg,0
good_weather\good_weather419.jpg,0
good_weather\good_weather1519.jpg,0
good_weather\good_weather1794.jpg,0
good_weather\good_weather252.jpg,0
good_weather\good_weather83.jpg,0
bad_weather\bad_weather1746.jpg,1
good_weather\good_weather1878.jpg,0
bad_weather\bad_weather1533.jpg,1
bad_weather\bad_weather95.jpg,1
bad_weather\bad_weather598.jpg,1
good_weather\good_weather383.jpg,0
good_weather\good_weather72.jpg,0
good_weather\good_weather2090.jpg,0
good_weather\good_weather1026.jpg,0
good_weather\good_weather1014.jpg,0
bad_weather\bad_weather1234.jpg,1
bad_weather\bad_weather1442.jpg,1
good_weather\good_weather210.jpg,0
bad_weather\bad_weather1171.jpg,1
good_weather\good_weather1900.jpg,0
bad_weather\bad_weather613.jpg,1
good_weather\good_weather1140.jpg,0
good_weather\good_weather1971.jpg,0
good_weather\good_weather1622.jpg,0
bad_weather\bad_weather1530.jpg,1
bad_weather\bad_weather1102.jpg,1
bad_weather\bad_weather534.jpg,1
good_weather\good_weather899.jpg,0
bad_weather\bad_weather1846.jpg,1
good_weather\good_weather1808.jpg,0
good_weather\good_weather177.jpg,0
good_weather\good_weather569.jpg,0
bad_weather\bad_weather954.jpg,1
bad_weather\bad_weather163.jpg,1
good_weather\good_weather1832.jpg,0
bad_weather\bad_weather566.jpg,1
bad_weather\bad_weather992.jpg,1
good_weather\good_weather1297.jpg,0
bad_weather\bad_weather576.jpg,1
good_weather\good_weather296.jpg,0
bad_weather\bad_weather71.jpg,1
good_weather\good_weather942.jpg,0
bad_weather\bad_weather401.jpg,1
bad_weather\bad_weather1145.jpg,1
good_weather\good_weather73.jpg,0
bad_weather\bad_weather1503.jpg,1
good_weather\good_weather994.jpg,0
good_weather\good_weather1368.jpg,0
good_weather\good_weather689.jpg,0
good_weather\good_weather1119.jpg,0
good_weather\good_weather847.jpg,0
bad_weather\bad_weather499.jpg,1
bad_weather\bad_weather862.jpg,1
bad_weather\bad_weather795.jpg,1
bad_weather\bad_weather976.jpg,1
good_weather\good_weather1596.jpg,0
good_weather\good_weather365.jpg,0
bad_weather\bad_weather394.jpg,1
bad_weather\bad_weather1574.jpg,1
good_weather\good_weather1428.jpg,0
good_weather\good_weather1072.jpg,0
good_weather\good_weather1722.jpg,0
good_weather\good_weather1266.jpg,0
bad_weather\bad_weather869.jpg,1
good_weather\good_weather164.jpg,0
good_weather\good_weather200.jpg,0
good_weather\good_weather1087.jpg,0
bad_weather\bad_weather827.jpg,1
good_weather\good_weather1376.jpg,0
good_weather\good_weather217.jpg,0
good_weather\good_weather1631.jpg,0
bad_weather\bad_weather1539.jpg,1
bad_weather\bad_weather1692.jpg,1
good_weather\good_weather57.jpg,0
bad_weather\bad_weather1429.jpg,1
bad_weather\bad_weather1762.jpg,1
good_weather\good_weather1581.jpg,0
bad_weather\bad_weather467.jpg,1
good_weather\good_weather17.jpg,0
bad_weather\bad_weather982.jpg,1
good_weather\good_weather1796.jpg,0
bad_weather\bad_weather1313.jpg,1
good_weather\good_weather1443.jpg,0
good_weather\good_weather1952.jpg,0
bad_weather\bad_weather1130.jpg,1
bad_weather\bad_weather647.jpg,1
good_weather\good_weather140.jpg,0
bad_weather\bad_weather1301.jpg,1
bad_weather\bad_weather979.jpg,1
bad_weather\bad_weather136.jpg,1
bad_weather\bad_weather515.jpg,1
bad_weather\bad_weather1751.jpg,1
good_weather\good_weather1655.jpg,0
bad_weather\bad_weather378.jpg,1
good_weather\good_weather2135.jpg,0
bad_weather\bad_weather683.jpg,1
good_weather\good_weather651.jpg,0
bad_weather\bad_weather390.jpg,1
good_weather\good_weather1475.jpg,0
bad_weather\bad_weather1204.jpg,1
bad_weather\bad_weather791.jpg,1
good_weather\good_weather2086.jpg,0
bad_weather\bad_weather1215.jpg,1
good_weather\good_weather524.jpg,0
good_weather\good_weather1618.jpg,0
good_weather\good_weather1944.jpg,0
bad_weather\bad_weather690.jpg,1
bad_weather\bad_weather904.jpg,1
good_weather\good_weather263.jpg,0
good_weather\good_weather2059.jpg,0
bad_weather\bad_weather1418.jpg,1
bad_weather\bad_weather1323.jpg,1
good_weather\good_weather1391.jpg,0
good_weather\good_weather1571.jpg,0
bad_weather\bad_weather1151.jpg,1
bad_weather\bad_weather758.jpg,1
bad_weather\bad_weather1591.jpg,1
bad_weather\bad_weather1211.jpg,1
good_weather\good_weather1986.jpg,0
bad_weather\bad_weather1037.jpg,1
bad_weather\bad_weather339.jpg,1
good_weather\good_weather1020.jpg,0
bad_weather\bad_weather1607.jpg,1
bad_weather\bad_weather1188.jpg,1
good_weather\good_weather1557.jpg,0
bad_weather\bad_weather366.jpg,1
good_weather\good_weather1244.jpg,0
good_weather\good_weather1863.jpg,0
good_weather\good_weather2065.jpg,0
bad_weather\bad_weather800.jpg,1
good_weather\good_weather479.jpg,0
good_weather\good_weather1262.jpg,0
bad_weather\bad_weather1570.jpg,1
bad_weather\bad_weather393.jpg,1
good_weather\good_weather546.jpg,0
bad_weather\bad_weather16.jpg,1
good_weather\good_weather417.jpg,0
bad_weather\bad_weather84.jpg,1
good_weather\good_weather917.jpg,0
bad_weather\bad_weather290.jpg,1
bad_weather\bad_weather1511.jpg,1
good_weather\good_weather38.jpg,0
bad_weather\bad_weather35.jpg,1
bad_weather\bad_weather856.jpg,1
bad_weather\bad_weather579.jpg,1
bad_weather\bad_weather1396.jpg,1
good_weather\good_weather1814.jpg,0
good_weather\good_weather514.jpg,0
good_weather\good_weather473.jpg,0
bad_weather\bad_weather255.jpg,1
good_weather\good_weather1683.jpg,0
good_weather\good_weather1083.jpg,0
bad_weather\bad_weather193.jpg,1
good_weather\good_weather1347.jpg,0
good_weather\good_weather121.jpg,0
good_weather\good_weather646.jpg,0
bad_weather\bad_weather1669.jpg,1
good_weather\good_weather129.jpg,0
good_weather\good_weather90.jpg,0
bad_weather\bad_weather619.jpg,1
bad_weather\bad_weather1561.jpg,1
good_weather\good_weather1739.jpg,0
good_weather\good_weather1545.jpg,0
good_weather\good_weather559.jpg,0
good_weather\good_weather1991.jpg,0
bad_weather\bad_weather225.jpg,1
good_weather\good_weather945.jpg,0
good_weather\good_weather1965.jpg,0
good_weather\good_weather1817.jpg,0
bad_weather\bad_weather891.jpg,1
bad_weather\bad_weather316.jpg,1
bad_weather\bad_weather1411.jpg,1
good_weather\good_weather1412.jpg,0
good_weather\good_weather900.jpg,0
good_weather\good_weather1675.jpg,0
good_weather\good_weather1710.jpg,0
good_weather\good_weather1080.jpg,0
bad_weather\bad_weather215.jpg,1
bad_weather\bad_weather749.jpg,1
good_weather\good_weather1561.jpg,0
bad_weather\bad_weather27.jpg,1
bad_weather\bad_weather1312.jpg,1
bad_weather\bad_weather139.jpg,1
good_weather\good_weather583.jpg,0
bad_weather\bad_weather625.jpg,1
good_weather\good_weather1670.jpg,0
good_weather\good_weather139.jpg,0
good_weather\good_weather1369.jpg,0
good_weather\good_weather256.jpg,0
good_weather\good_weather703.jpg,0
good_weather\good_weather1516.jpg,0
bad_weather\bad_weather714.jpg,1
bad_weather\bad_weather236.jpg,1
good_weather\good_weather593.jpg,0
bad_weather\bad_weather649.jpg,1
bad_weather\bad_weather740.jpg,1
bad_weather\bad_weather776.jpg,1
good_weather\good_weather2079.jpg,0
bad_weather\bad_weather1813.jpg,1
good_weather\good_weather855.jpg,0
good_weather\good_weather462.jpg,0
bad_weather\bad_weather1116.jpg,1
bad_weather\bad_weather511.jpg,1
bad_weather\bad_weather1685.jpg,1
bad_weather\bad_weather295.jpg,1
good_weather\good_weather1108.jpg,0
bad_weather\bad_weather1190.jpg,1
good_weather\good_weather1450.jpg,0
good_weather\good_weather1660.jpg,0
bad_weather\bad_weather888.jpg,1
good_weather\good_weather1051.jpg,0
bad_weather\bad_weather794.jpg,1
good_weather\good_weather624.jpg,0
good_weather\good_weather1267.jpg,0
good_weather\good_weather492.jpg,0
good_weather\good_weather708.jpg,0
good_weather\good_weather600.jpg,0
bad_weather\bad_weather1713.jpg,1
bad_weather\bad_weather477.jpg,1
good_weather\good_weather1514.jpg,0
bad_weather\bad_weather181.jpg,1
bad_weather\bad_weather219.jpg,1
good_weather\good_weather328.jpg,0
good_weather\good_weather59.jpg,0
bad_weather\bad_weather1675.jpg,1
good_weather\good_weather762.jpg,0
good_weather\good_weather396.jpg,0
good_weather\good_weather1093.jpg,0
bad_weather\bad_weather754.jpg,1
good_weather\good_weather45.jpg,0
bad_weather\bad_weather238.jpg,1
good_weather\good_weather507.jpg,0
good_weather\good_weather832.jpg,0
bad_weather\bad_weather450.jpg,1
good_weather\good_weather1659.jpg,0
good_weather\good_weather537.jpg,0
good_weather\good_weather163.jpg,0
bad_weather\bad_weather512.jpg,1
good_weather\good_weather1131.jpg,0
good_weather\good_weather670.jpg,0
good_weather\good_weather623.jpg,0
bad_weather\bad_weather183.jpg,1
good_weather\good_weather496.jpg,0
good_weather\good_weather2096.jpg,0
bad_weather\bad_weather1801.jpg,1
good_weather\good_weather1198.jpg,0
bad_weather\bad_weather173.jpg,1
bad_weather\bad_weather114.jpg,1
bad_weather\bad_weather1052.jpg,1
good_weather\good_weather332.jpg,0
bad_weather\bad_weather583.jpg,1
good_weather\good_weather329.jpg,0
good_weather\good_weather781.jpg,0
bad_weather\bad_weather1844.jpg,1
bad_weather\bad_weather1642.jpg,1
bad_weather\bad_weather1197.jpg,1
good_weather\good_weather54.jpg,0
good_weather\good_weather1342.jpg,0
bad_weather\bad_weather1231.jpg,1
bad_weather\bad_weather522.jpg,1
good_weather\good_weather1359.jpg,0
bad_weather\bad_weather844.jpg,1
bad_weather\bad_weather1293.jpg,1
bad_weather\bad_weather1262.jpg,1
bad_weather\bad_weather741.jpg,1
good_weather\good_weather1401.jpg,0
bad_weather\bad_weather1635.jpg,1
bad_weather\bad_weather1681.jpg,1
bad_weather\bad_weather1571.jpg,1
good_weather\good_weather1239.jpg,0
bad_weather\bad_weather1821.jpg,1
bad_weather\bad_weather1487.jpg,1
bad_weather\bad_weather698.jpg,1
bad_weather\bad_weather1445.jpg,1
bad_weather\bad_weather755.jpg,1
bad_weather\bad_weather639.jpg,1
good_weather\good_weather609.jpg,0
good_weather\good_weather1043.jpg,0
good_weather\good_weather179.jpg,0
good_weather\good_weather117.jpg,0
bad_weather\bad_weather803.jpg,1
bad_weather\bad_weather1851.jpg,1
bad_weather\bad_weather1836.jpg,1
good_weather\good_weather239.jpg,0
good_weather\good_weather36.jpg,0
good_weather\good_weather1208.jpg,0
bad_weather\bad_weather1347.jpg,1
bad_weather\bad_weather160.jpg,1
bad_weather\bad_weather1867.jpg,1
good_weather\good_weather1586.jpg,0
good_weather\good_weather1437.jpg,0
bad_weather\bad_weather1364.jpg,1
bad_weather\bad_weather770.jpg,1
good_weather\good_weather64.jpg,0
bad_weather\bad_weather1284.jpg,1
bad_weather\bad_weather265.jpg,1
good_weather\good_weather1103.jpg,0
good_weather\good_weather86.jpg,0
good_weather\good_weather605.jpg,0
good_weather\good_weather471.jpg,0
bad_weather\bad_weather1662.jpg,1
good_weather\good_weather1997.jpg,0
bad_weather\bad_weather498.jpg,1
good_weather\good_weather571.jpg,0
bad_weather\bad_weather1832.jpg,1
good_weather\good_weather227.jpg,0
bad_weather\bad_weather1361.jpg,1
good_weather\good_weather1062.jpg,0
good_weather\good_weather1565.jpg,0
good_weather\good_weather1105.jpg,0
good_weather\good_weather818.jpg,0
bad_weather\bad_weather168.jpg,1
good_weather\good_weather1574.jpg,0
bad_weather\bad_weather1176.jpg,1
bad_weather\bad_weather1277.jpg,1
bad_weather\bad_weather1320.jpg,1
good_weather\good_weather1335.jpg,0
bad_weather\bad_weather541.jpg,1
good_weather\good_weather1361.jpg,0
bad_weather\bad_weather1148.jpg,1
good_weather\good_weather1016.jpg,0
bad_weather\bad_weather784.jpg,1
bad_weather\bad_weather1419.jpg,1
bad_weather\bad_weather1308.jpg,1
good_weather\good_weather1063.jpg,0
good_weather\good_weather1498.jpg,0
good_weather\good_weather1084.jpg,0
good_weather\good_weather182.jpg,0
bad_weather\bad_weather1196.jpg,1
bad_weather\bad_weather448.jpg,1
good_weather\good_weather2023.jpg,0
good_weather\good_weather993.jpg,0
bad_weather\bad_weather1011.jpg,1
bad_weather\bad_weather1551.jpg,1
bad_weather\bad_weather691.jpg,1
bad_weather\bad_weather1706.jpg,1
bad_weather\bad_weather1138.jpg,1
good_weather\good_weather1465.jpg,0
good_weather\good_weather374.jpg,0
good_weather\good_weather114.jpg,0
bad_weather\bad_weather1842.jpg,1
good_weather\good_weather2013.jpg,0
good_weather\good_weather1672.jpg,0
good_weather\good_weather1549.jpg,0
good_weather\good_weather681.jpg,0
good_weather\good_weather1975.jpg,0
good_weather\good_weather561.jpg,0
good_weather\good_weather1834.jpg,0
bad_weather\bad_weather1430.jpg,1
good_weather\good_weather2082.jpg,0
good_weather\good_weather894.jpg,0
good_weather\good_weather705.jpg,0
good_weather\good_weather55.jpg,0
bad_weather\bad_weather1057.jpg,1
good_weather\good_weather1098.jpg,0
bad_weather\bad_weather212.jpg,1
good_weather\good_weather751.jpg,0
good_weather\good_weather2148.jpg,0
good_weather\good_weather1537.jpg,0
good_weather\good_weather968.jpg,0
good_weather\good_weather621.jpg,0
good_weather\good_weather2127.jpg,0
good_weather\good_weather381.jpg,0
good_weather\good_weather2064.jpg,0
good_weather\good_weather882.jpg,0
bad_weather\bad_weather994.jpg,1
bad_weather\bad_weather1596.jpg,1
good_weather\good_weather2147.jpg,0
bad_weather\bad_weather1351.jpg,1
bad_weather\bad_weather1344.jpg,1
bad_weather\bad_weather1082.jpg,1
bad_weather\bad_weather150.jpg,1
bad_weather\bad_weather217.jpg,1
bad_weather\bad_weather141.jpg,1
bad_weather\bad_weather956.jpg,1
bad_weather\bad_weather108.jpg,1
good_weather\good_weather123.jpg,0
good_weather\good_weather997.jpg,0
bad_weather\bad_weather111.jpg,1
bad_weather\bad_weather1362.jpg,1
good_weather\good_weather960.jpg,0
bad_weather\bad_weather1792.jpg,1
good_weather\good_weather1785.jpg,0
good_weather\good_weather1261.jpg,0
good_weather\good_weather1310.jpg,0
good_weather\good_weather2115.jpg,0
good_weather\good_weather1931.jpg,0
bad_weather\bad_weather336.jpg,1
good_weather\good_weather2025.jpg,0
bad_weather\bad_weather563.jpg,1
good_weather\good_weather1435.jpg,0
good_weather\good_weather344.jpg,0
good_weather\good_weather60.jpg,0
bad_weather\bad_weather680.jpg,1
good_weather\good_weather767.jpg,0
good_weather\good_weather1181.jpg,0
bad_weather\bad_weather127.jpg,1
bad_weather\bad_weather273.jpg,1
bad_weather\bad_weather322.jpg,1
bad_weather\bad_weather1350.jpg,1
bad_weather\bad_weather1270.jpg,1
bad_weather\bad_weather1153.jpg,1
bad_weather\bad_weather441.jpg,1
good_weather\good_weather187.jpg,0
bad_weather\bad_weather1861.jpg,1
bad_weather\bad_weather1094.jpg,1
bad_weather\bad_weather723.jpg,1
bad_weather\bad_weather1266.jpg,1
bad_weather\bad_weather918.jpg,1
bad_weather\bad_weather407.jpg,1
bad_weather\bad_weather261.jpg,1
bad_weather\bad_weather469.jpg,1
bad_weather\bad_weather745.jpg,1
good_weather\good_weather965.jpg,0
bad_weather\bad_weather1193.jpg,1
good_weather\good_weather599.jpg,0
bad_weather\bad_weather421.jpg,1
good_weather\good_weather108.jpg,0
bad_weather\bad_weather415.jpg,1
bad_weather\bad_weather1737.jpg,1
good_weather\good_weather822.jpg,0
bad_weather\bad_weather1209.jpg,1
bad_weather\bad_weather621.jpg,1
bad_weather\bad_weather200.jpg,1
good_weather\good_weather1120.jpg,0
bad_weather\bad_weather542.jpg,1
bad_weather\bad_weather1453.jpg,1
bad_weather\bad_weather1780.jpg,1
good_weather\good_weather1867.jpg,0
good_weather\good_weather309.jpg,0
good_weather\good_weather1308.jpg,0
bad_weather\bad_weather622.jpg,1
bad_weather\bad_weather419.jpg,1
good_weather\good_weather1013.jpg,0
good_weather\good_weather2006.jpg,0
bad_weather\bad_weather1394.jpg,1
bad_weather\bad_weather149.jpg,1
bad_weather\bad_weather701.jpg,1
bad_weather\bad_weather1652.jpg,1
good_weather\good_weather522.jpg,0
bad_weather\bad_weather736.jpg,1
bad_weather\bad_weather97.jpg,1
good_weather\good_weather259.jpg,0
good_weather\good_weather1916.jpg,0
bad_weather\bad_weather203.jpg,1
bad_weather\bad_weather1464.jpg,1
bad_weather\bad_weather609.jpg,1
good_weather\good_weather1831.jpg,0
bad_weather\bad_weather347.jpg,1
bad_weather\bad_weather437.jpg,1
bad_weather\bad_weather224.jpg,1
good_weather\good_weather398.jpg,0
bad_weather\bad_weather256.jpg,1
good_weather\good_weather1364.jpg,0
good_weather\good_weather1491.jpg,0
bad_weather\bad_weather1023.jpg,1
good_weather\good_weather1839.jpg,0
good_weather\good_weather360.jpg,0
bad_weather\bad_weather733.jpg,1
bad_weather\bad_weather1390.jpg,1
bad_weather\bad_weather1241.jpg,1
good_weather\good_weather112.jpg,0
bad_weather\bad_weather984.jpg,1
bad_weather\bad_weather1397.jpg,1
good_weather\good_weather984.jpg,0
good_weather\good_weather292.jpg,0
bad_weather\bad_weather1365.jpg,1
bad_weather\bad_weather1022.jpg,1
good_weather\good_weather702.jpg,0
good_weather\good_weather44.jpg,0
good_weather\good_weather598.jpg,0
good_weather\good_weather503.jpg,0
good_weather\good_weather932.jpg,0
good_weather\good_weather389.jpg,0
